Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.00     0.00        8     0.00     0.00  P4
  0.00      0.00     0.00        8     0.00     0.00  P8
  0.00      0.00     0.00        8     0.00     0.00  T3
  0.00      0.00     0.00        8     0.00     0.00  T5
  0.00      0.00     0.00        8     0.00     0.00  std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_try_char()
  0.00      0.00     0.00        5     0.00     0.00  std::_Function_base::_Base_manager<Data::UntypedSharedPtr::emptyDestructor<double const>()::{lambda(double const*)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<Data::UntypedSharedPtr::emptyDestructor<double const>()::{lambda(double const*)#1}> const&, std::_Manager_operation)
  0.00      0.00     0.00        5     0.00     0.00  void std::vector<std::__detail::_State<char>, std::allocator<std::__detail::_State<char> > >::_M_realloc_insert<std::__detail::_State<char> >(__gnu_cxx::__normal_iterator<std::__detail::_State<char>*, std::vector<std::__detail::_State<char>, std::allocator<std::__detail::_State<char> > > >, std::__detail::_State<char>&&)
  0.00      0.00     0.00        5     0.00     0.00  std::__detail::_Scanner<char>::_M_scan_normal()
  0.00      0.00     0.00        5     0.00     0.00  std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_assertion()
  0.00      0.00     0.00        5     0.00     0.00  std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_atom()
  0.00      0.00     0.00        4     0.00     0.00  A2
  0.00      0.00     0.00        4     0.00     0.00  ALEWrapper::updateScreen()
  0.00      0.00     0.00        4     0.00     0.00  std::_Function_base::_Base_manager<std::__detail::_CharMatcher<std::__cxx11::regex_traits<char>, false, false> >::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)
  0.00      0.00     0.00        4     0.00     0.00  std::_Function_base::_Base_manager<std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false> >::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)
  0.00      0.00     0.00        4     0.00     0.00  std::__detail::_StateSeq<std::__cxx11::regex_traits<char> >& std::deque<std::__detail::_StateSeq<std::__cxx11::regex_traits<char> >, std::allocator<std::__detail::_StateSeq<std::__cxx11::regex_traits<char> > > >::emplace_back<std::__detail::_StateSeq<std::__cxx11::regex_traits<char> > >(std::__detail::_StateSeq<std::__cxx11::regex_traits<char> >&&)
  0.00      0.00     0.00        4     0.00     0.00  std::__detail::_Scanner<char>::_M_scan_in_bracket()
  0.00      0.00     0.00        4     0.00     0.00  std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_quantifier()
  0.00      0.00     0.00        4     0.00     0.00  std::__throw_regex_error(std::regex_constants::error_type, char const*)
  0.00      0.00     0.00        3     0.00     0.00  P32
  0.00      0.00     0.00        3     0.00     0.00  T15
  0.00      0.00     0.00        3     0.00     0.00  T17
  0.00      0.00     0.00        3     0.00     0.00  bool std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_expression_term<false, false>(std::pair<bool, char>&, std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>&)
  0.00      0.00     0.00        3     0.00     0.00  std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_bracket_expression()
  0.00      0.00     0.00        2     0.00     0.00  T1
  0.00      0.00     0.00        2     0.00     0.00  void std::vector<unsigned long, std::allocator<unsigned long> >::_M_realloc_insert<unsigned long const&>(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long const&)
  0.00      0.00     0.00        2     0.00     0.00  std::__detail::_NFA<std::__cxx11::regex_traits<char> >::_M_insert_matcher(std::function<bool (char)>)
  0.00      0.00     0.00        2     0.00     0.00  std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_alternative()
  0.00      0.00     0.00        2     0.00     0.00  std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_disjunction()
  0.00      0.00     0.00        1     0.00     0.00  T8
  0.00      0.00     0.00        1     0.00     0.00  Data::UntypedSharedPtr::Model<double>::~Model()
  0.00      0.00     0.00        1     0.00     0.00  Data::UntypedSharedPtr::Model<double>::getPtrType() const
  0.00      0.00     0.00        1     0.00     0.00  Data::UntypedSharedPtr::Model<double>::getType() const
  0.00      0.00     0.00        1     0.00     0.00  std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Data::UntypedSharedPtr::Model<double>, std::allocator<Data::UntypedSharedPtr::Model<double> >, double*&, std::function<void (double const*)>&>(Data::UntypedSharedPtr::Model<double>*&, std::_Sp_alloc_shared_tag<std::allocator<Data::UntypedSharedPtr::Model<double> > >, double*&, std::function<void (double const*)>&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release()
  0.00      0.00     0.00        1     0.00     0.00  std::_Function_handler<void (double const*), Data::UntypedSharedPtr::emptyDestructor<double const>()::{lambda(double const*)#1}>::_M_invoke(std::_Any_data const&, double const*&&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Sp_counted_deleter<double*, std::function<void (double const*)>, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  0.00      0.00     0.00        1     0.00     0.00  std::_Sp_counted_ptr_inplace<Data::UntypedSharedPtr::Model<double>, std::allocator<Data::UntypedSharedPtr::Model<double> >, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  0.00      0.00     0.00        1     0.00     0.00  void std::vector<std::pair<char, char>, std::allocator<std::pair<char, char> > >::_M_realloc_insert<std::pair<char, char> >(__gnu_cxx::__normal_iterator<std::pair<char, char>*, std::vector<std::pair<char, char>, std::allocator<std::pair<char, char> > > >, std::pair<char, char>&&)
  0.00      0.00     0.00        1     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag)
  0.00      0.00     0.00        1     0.00     0.00  std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_ready()
  0.00      0.00     0.00        1     0.00     0.00  std::__detail::_Scanner<char>::_M_eat_escape_ecma()
  0.00      0.00     0.00        1     0.00     0.00  std::__detail::_Scanner<char>::_Scanner(char const*, char const*, std::regex_constants::syntax_option_type, std::locale)
  0.00      0.00     0.00        1     0.00     0.00  void std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_insert_char_matcher<false, false>()
  0.00      0.00     0.00        1     0.00     0.00  void std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_insert_bracket_matcher<false, false>(bool)
  0.00      0.00     0.00        1     0.00     0.00  std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_pop()
  0.00      0.00     0.00        1     0.00     0.00  std::function<bool (char)>::function<std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>, void, void>(std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>)
  0.00      0.00     0.00        1     0.00     0.00  main

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2020 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) no time propagated

index % time    self  children    called     name
[1]      0.0    0.00    0.00       1+8       <cycle 1 as a whole> [1]
                0.00    0.00       5             std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_atom() <cycle 1> [101]
                0.00    0.00       2+3           std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_alternative() <cycle 1> [113]
                0.00    0.00       2             std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_disjunction() <cycle 1> [114]
-----------------------------------------------
                0.00    0.00   62517/62517       executeTeam [3]
[2]      0.0    0.00    0.00   62517         execute [2]
                0.00    0.00   14493/14493       P0 [6]
                0.00    0.00    9207/9207        P41 [7]
                0.00    0.00    9207/9207        P46 [12]
                0.00    0.00    9207/9207        P45 [11]
                0.00    0.00    9207/9207        P44 [10]
                0.00    0.00    9207/9207        P43 [9]
                0.00    0.00    9207/9207        P42 [8]
                0.00    0.00    8113/8113        P33 [16]
                0.00    0.00    8113/8113        P34 [17]
                0.00    0.00    8112/8112        P23 [19]
                0.00    0.00    7219/7219        P12 [21]
                0.00    0.00    7218/7218        P13 [22]
                0.00    0.00    7218/7218        P15 [24]
                0.00    0.00    7218/7218        P14 [23]
                0.00    0.00    6908/6908        P5 [26]
                0.00    0.00    6908/6908        P7 [28]
                0.00    0.00    6908/6908        P6 [27]
                0.00    0.00    6863/6863        P1 [30]
                0.00    0.00    6059/6059        P20 [32]
                0.00    0.00    6059/6059        P22 [34]
                0.00    0.00    6059/6059        P21 [33]
                0.00    0.00    2054/2054        P30 [36]
                0.00    0.00    2054/2054        P31 [37]
                0.00    0.00    2050/2050        P24 [39]
                0.00    0.00    1098/1098        P35 [42]
                0.00    0.00    1098/1098        P40 [47]
                0.00    0.00    1098/1098        P39 [46]
                0.00    0.00    1098/1098        P38 [45]
                0.00    0.00    1098/1098        P37 [44]
                0.00    0.00    1098/1098        P36 [43]
                0.00    0.00     724/724         P25 [51]
                0.00    0.00     724/724         P10 [49]
                0.00    0.00     724/724         P29 [55]
                0.00    0.00     724/724         P28 [54]
                0.00    0.00     724/724         P27 [53]
                0.00    0.00     724/724         P26 [52]
                0.00    0.00     724/724         P11 [50]
                0.00    0.00     689/689         P2 [58]
                0.00    0.00     689/689         P9 [60]
                0.00    0.00     689/689         P3 [59]
                0.00    0.00     580/580         P16 [63]
                0.00    0.00     580/580         P17 [64]
                0.00    0.00     311/311         P18 [67]
                0.00    0.00     311/311         P19 [68]
                0.00    0.00       8/8           P4 [73]
                0.00    0.00       8/8           P8 [74]
                0.00    0.00       3/3           P32 [78]
-----------------------------------------------
                0.00    0.00   62517/62517       executeFromVertex [88]
[3]      0.0    0.00    0.00   62517         executeTeam [3]
                0.00    0.00   62517/62517       execute [2]
                0.00    0.00   62517/62517       push [4]
-----------------------------------------------
                0.00    0.00   62517/62517       executeTeam [3]
[4]      0.0    0.00    0.00   62517         push [4]
-----------------------------------------------
                0.00    0.00   62512/62512       reset [15]
[5]      0.0    0.00    0.00   62512         pop [5]
-----------------------------------------------
                0.00    0.00   14493/14493       execute [2]
[6]      0.0    0.00    0.00   14493         P0 [6]
-----------------------------------------------
                0.00    0.00    9207/9207        execute [2]
[7]      0.0    0.00    0.00    9207         P41 [7]
-----------------------------------------------
                0.00    0.00    9207/9207        execute [2]
[8]      0.0    0.00    0.00    9207         P42 [8]
-----------------------------------------------
                0.00    0.00    9207/9207        execute [2]
[9]      0.0    0.00    0.00    9207         P43 [9]
-----------------------------------------------
                0.00    0.00    9207/9207        execute [2]
[10]     0.0    0.00    0.00    9207         P44 [10]
-----------------------------------------------
                0.00    0.00    9207/9207        execute [2]
[11]     0.0    0.00    0.00    9207         P45 [11]
-----------------------------------------------
                0.00    0.00    9207/9207        execute [2]
[12]     0.0    0.00    0.00    9207         P46 [12]
-----------------------------------------------
                0.00    0.00    9207/9207        executeFromVertex [88]
[13]     0.0    0.00    0.00    9207         T20 [13]
-----------------------------------------------
                0.00    0.00    9207/9207        executeFromVertex [88]
[14]     0.0    0.00    0.00    9207         T21 [14]
-----------------------------------------------
                0.00    0.00    9207/9207        inferenceTPG [90]
[15]     0.0    0.00    0.00    9207         reset [15]
                0.00    0.00   62512/62512       pop [5]
-----------------------------------------------
                0.00    0.00    8113/8113        execute [2]
[16]     0.0    0.00    0.00    8113         P33 [16]
-----------------------------------------------
                0.00    0.00    8113/8113        execute [2]
[17]     0.0    0.00    0.00    8113         P34 [17]
-----------------------------------------------
                0.00    0.00    8113/8113        executeFromVertex [88]
[18]     0.0    0.00    0.00    8113         T18 [18]
-----------------------------------------------
                0.00    0.00    8112/8112        execute [2]
[19]     0.0    0.00    0.00    8112         P23 [19]
-----------------------------------------------
                0.00    0.00    7352/7352        executeFromVertex [88]
[20]     0.0    0.00    0.00    7352         A17 [20]
-----------------------------------------------
                0.00    0.00    7219/7219        execute [2]
[21]     0.0    0.00    0.00    7219         P12 [21]
-----------------------------------------------
                0.00    0.00    7218/7218        execute [2]
[22]     0.0    0.00    0.00    7218         P13 [22]
-----------------------------------------------
                0.00    0.00    7218/7218        execute [2]
[23]     0.0    0.00    0.00    7218         P14 [23]
-----------------------------------------------
                0.00    0.00    7218/7218        execute [2]
[24]     0.0    0.00    0.00    7218         P15 [24]
-----------------------------------------------
                0.00    0.00    7218/7218        executeFromVertex [88]
[25]     0.0    0.00    0.00    7218         T9 [25]
-----------------------------------------------
                0.00    0.00    6908/6908        execute [2]
[26]     0.0    0.00    0.00    6908         P5 [26]
-----------------------------------------------
                0.00    0.00    6908/6908        execute [2]
[27]     0.0    0.00    0.00    6908         P6 [27]
-----------------------------------------------
                0.00    0.00    6908/6908        execute [2]
[28]     0.0    0.00    0.00    6908         P7 [28]
-----------------------------------------------
                0.00    0.00    6908/6908        executeFromVertex [88]
[29]     0.0    0.00    0.00    6908         T4 [29]
-----------------------------------------------
                0.00    0.00    6863/6863        execute [2]
[30]     0.0    0.00    0.00    6863         P1 [30]
-----------------------------------------------
                0.00    0.00    6861/6861        executeFromVertex [88]
[31]     0.0    0.00    0.00    6861         T0 [31]
-----------------------------------------------
                0.00    0.00    6059/6059        execute [2]
[32]     0.0    0.00    0.00    6059         P20 [32]
-----------------------------------------------
                0.00    0.00    6059/6059        execute [2]
[33]     0.0    0.00    0.00    6059         P21 [33]
-----------------------------------------------
                0.00    0.00    6059/6059        execute [2]
[34]     0.0    0.00    0.00    6059         P22 [34]
-----------------------------------------------
                0.00    0.00    6059/6059        executeFromVertex [88]
[35]     0.0    0.00    0.00    6059         T12 [35]
-----------------------------------------------
                0.00    0.00    2054/2054        execute [2]
[36]     0.0    0.00    0.00    2054         P30 [36]
-----------------------------------------------
                0.00    0.00    2054/2054        execute [2]
[37]     0.0    0.00    0.00    2054         P31 [37]
-----------------------------------------------
                0.00    0.00    2054/2054        executeFromVertex [88]
[38]     0.0    0.00    0.00    2054         T16 [38]
-----------------------------------------------
                0.00    0.00    2050/2050        execute [2]
[39]     0.0    0.00    0.00    2050         P24 [39]
-----------------------------------------------
                0.00    0.00    2050/2050        executeFromVertex [88]
[40]     0.0    0.00    0.00    2050         T13 [40]
-----------------------------------------------
                0.00    0.00    1222/1222        executeFromVertex [88]
[41]     0.0    0.00    0.00    1222         A10 [41]
-----------------------------------------------
                0.00    0.00    1098/1098        execute [2]
[42]     0.0    0.00    0.00    1098         P35 [42]
-----------------------------------------------
                0.00    0.00    1098/1098        execute [2]
[43]     0.0    0.00    0.00    1098         P36 [43]
-----------------------------------------------
                0.00    0.00    1098/1098        execute [2]
[44]     0.0    0.00    0.00    1098         P37 [44]
-----------------------------------------------
                0.00    0.00    1098/1098        execute [2]
[45]     0.0    0.00    0.00    1098         P38 [45]
-----------------------------------------------
                0.00    0.00    1098/1098        execute [2]
[46]     0.0    0.00    0.00    1098         P39 [46]
-----------------------------------------------
                0.00    0.00    1098/1098        execute [2]
[47]     0.0    0.00    0.00    1098         P40 [47]
-----------------------------------------------
                0.00    0.00    1098/1098        executeFromVertex [88]
[48]     0.0    0.00    0.00    1098         T19 [48]
-----------------------------------------------
                0.00    0.00     724/724         execute [2]
[49]     0.0    0.00    0.00     724         P10 [49]
-----------------------------------------------
                0.00    0.00     724/724         execute [2]
[50]     0.0    0.00    0.00     724         P11 [50]
-----------------------------------------------
                0.00    0.00     724/724         execute [2]
[51]     0.0    0.00    0.00     724         P25 [51]
-----------------------------------------------
                0.00    0.00     724/724         execute [2]
[52]     0.0    0.00    0.00     724         P26 [52]
-----------------------------------------------
                0.00    0.00     724/724         execute [2]
[53]     0.0    0.00    0.00     724         P27 [53]
-----------------------------------------------
                0.00    0.00     724/724         execute [2]
[54]     0.0    0.00    0.00     724         P28 [54]
-----------------------------------------------
                0.00    0.00     724/724         execute [2]
[55]     0.0    0.00    0.00     724         P29 [55]
-----------------------------------------------
                0.00    0.00     724/724         executeFromVertex [88]
[56]     0.0    0.00    0.00     724         T14 [56]
-----------------------------------------------
                0.00    0.00     724/724         executeFromVertex [88]
[57]     0.0    0.00    0.00     724         T7 [57]
-----------------------------------------------
                0.00    0.00     689/689         execute [2]
[58]     0.0    0.00    0.00     689         P2 [58]
-----------------------------------------------
                0.00    0.00     689/689         execute [2]
[59]     0.0    0.00    0.00     689         P3 [59]
-----------------------------------------------
                0.00    0.00     689/689         execute [2]
[60]     0.0    0.00    0.00     689         P9 [60]
-----------------------------------------------
                0.00    0.00     689/689         executeFromVertex [88]
[61]     0.0    0.00    0.00     689         T2 [61]
-----------------------------------------------
                0.00    0.00     689/689         executeFromVertex [88]
[62]     0.0    0.00    0.00     689         T6 [62]
-----------------------------------------------
                0.00    0.00     580/580         execute [2]
[63]     0.0    0.00    0.00     580         P16 [63]
-----------------------------------------------
                0.00    0.00     580/580         execute [2]
[64]     0.0    0.00    0.00     580         P17 [64]
-----------------------------------------------
                0.00    0.00     580/580         executeFromVertex [88]
[65]     0.0    0.00    0.00     580         T10 [65]
-----------------------------------------------
                0.00    0.00     572/572         executeFromVertex [88]
[66]     0.0    0.00    0.00     572         A15 [66]
-----------------------------------------------
                0.00    0.00     311/311         execute [2]
[67]     0.0    0.00    0.00     311         P18 [67]
-----------------------------------------------
                0.00    0.00     311/311         execute [2]
[68]     0.0    0.00    0.00     311         P19 [68]
-----------------------------------------------
                0.00    0.00     311/311         executeFromVertex [88]
[69]     0.0    0.00    0.00     311         T11 [69]
-----------------------------------------------
                0.00    0.00      36/36          executeFromVertex [88]
[70]     0.0    0.00    0.00      36         A16 [70]
-----------------------------------------------
                0.00    0.00      13/13          executeFromVertex [88]
[71]     0.0    0.00    0.00      13         A1 [71]
-----------------------------------------------
                0.00    0.00       8/8           executeFromVertex [88]
[72]     0.0    0.00    0.00       8         A7 [72]
-----------------------------------------------
                0.00    0.00       8/8           execute [2]
[73]     0.0    0.00    0.00       8         P4 [73]
-----------------------------------------------
                0.00    0.00       8/8           execute [2]
[74]     0.0    0.00    0.00       8         P8 [74]
-----------------------------------------------
                0.00    0.00       8/8           executeFromVertex [88]
[75]     0.0    0.00    0.00       8         T3 [75]
-----------------------------------------------
                0.00    0.00       8/8           executeFromVertex [88]
[76]     0.0    0.00    0.00       8         T5 [76]
-----------------------------------------------
                0.00    0.00       4/4           executeFromVertex [88]
[77]     0.0    0.00    0.00       4         A2 [77]
-----------------------------------------------
                0.00    0.00       3/3           execute [2]
[78]     0.0    0.00    0.00       3         P32 [78]
-----------------------------------------------
                0.00    0.00       3/3           executeFromVertex [88]
[79]     0.0    0.00    0.00       3         T15 [79]
-----------------------------------------------
                0.00    0.00       3/3           executeFromVertex [88]
[80]     0.0    0.00    0.00       3         T17 [80]
-----------------------------------------------
                0.00    0.00       2/2           executeFromVertex [88]
[81]     0.0    0.00    0.00       2         T1 [81]
-----------------------------------------------
                0.00    0.00       1/1           executeFromVertex [88]
[82]     0.0    0.00    0.00       1         T8 [82]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [2867]
[83]     0.0    0.00    0.00       1         main [83]
-----------------------------------------------
                0.00    0.00     246/246         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_ready() [125]
[92]     0.0    0.00    0.00     246         __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > std::__find_if<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__ops::_Iter_equals_val<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const> >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__ops::_Iter_equals_val<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, std::random_access_iterator_tag) [92]
-----------------------------------------------
                0.00    0.00       2/32          std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_quantifier() [107]
                0.00    0.00       2/32          std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_alternative() <cycle 1> [113]
                0.00    0.00       4/32          std::__detail::_NFA<std::__cxx11::regex_traits<char> >::_M_insert_matcher(std::function<bool (char)>) [112]
                0.00    0.00       4/32          std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_atom() <cycle 1> [101]
                0.00    0.00       5/32          std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_Compiler(char const*, char const*, std::locale const&, std::regex_constants::syntax_option_type) [2832]
